key,en,ar,az,bn,de,fr,id,it,ms,ru,tr,ur
summary_collapsed_preference_list,"{value}, {value2}",{value}، {value2},"{value}, {value2}","{value}, {value2}","{value}, {value2}","{value}, {value2}","{value}, {value2}","{value}, {value2}","{value}, {value2}","{value}, {value2}","{value}, {value2}",{value}، {value2}
sun,Sun,أحد,Baz,রবি,Son,Dim,Aha,Dom,Aha,Вс,Pzr,اتوار
sun_mini,S,ح,B,র,S,D,A,D,A,В,P,ا
sund,Sn,حد,B,রঃ,So,Di,Ah,Do,Ah,Вс,Pz,اح
sunday,Sunday,الأحد,Bazar,রবিবার,Sonntag,Dimanche,Ahad,Domenica,Ahad,Воскресенье,Pazar,اتوار
sunnah_fasting_monthly,Sunnah fasting every month,سنن الصيام كل شهر,Hər ay sünnə orucu tutmaq,প্রতি মাসের সুন্নাত রোজা,Sunna-Fasten jeden Monat,Le jeûne sounnah de chaque mois,Puasa Sunah setiap bulan,Sunnah di digiunare ogni mese,Puasa sunat setiap bulan,Ежемесячный сунна-пост,Aylık sünnet orucu,ماہانہ سنّت روزے
sunnah_fasting_weekly,Sunnah fasting every week,سنن الصيام كل أسبوع,Hər həftə orucu tutmaq sünnə,প্রতি সপ্তাহের সুন্নাত রোজা,Sunna-Fasten jede Woche,Le jeûne sounnah de chaque semaine,Puasa Sunah setiap pekan,Sunnah di digiunare ogni settimana,Puasa sunat setiap minggu,Еженедельный сунна-пост,Haftalık sünnet orucu,ہفتہ وار سنّت روزے
sunnah_fasting_yearly,Sunnah fasting every year,سنن الصيام كل عام,Hər il sünnə orucu tutmaq,প্রতি বছরের সুন্নাত রোজা,Sunna-Fasten jedes Jahr,Le jeûne sounnah de chaque année,Puasa Sunah setiap tahun,Sunnah di digiunare ogni anno,Puasa sunat setiap tahun,Ежегодный сунна-пост,Yıllık sünnet orucu,سالانہ سنّت روزے
sure,Sure,تأكيد,Əlbəttə,অবশ্যই,Sicher,Confirmer,Tentu,Sicuro,Pasti,Да,Elbette,ضرور
swl_short,Swl,شوّ,Şəv.,শওয়াল,Swl,Swl,Swl,Swl,Swl,Шав,Şev,شوال
swl,Shawwal,شوال,Şəvvəl,শওয়াল,Schawwāl,Shawwal,Syawal,Shawwal,Syawal,Шавваль,Şevval,شوّال
system_default,System default,إعدادات النظام الافتراضية,Sistem varsayılanı,সিস্টেমের ডিফল্ট,System-Standard,Système par défaut,Standar sistem,Default del sistema,Lalai sistem,По умолчанию,Sistem varsayılan,سسٹم طےشدہ
system_ringtone,System ringtone,نغمة رنين النظام,Sistem zəngsəsi,ফোনের রিংটোন,System-Klingelton,Sonnerie Système,Nada dering Sistem,Suoneria di sistema,Nada dering sistem,Системный звук,Sistem zil sesi,سسٹم کی آواز
takbeer,Takbeer,تكبير,Təkbir,তাকবীর,Takbīr,Takbir,Takbir,Takbir,Takbir,Такбир,Tekbir,تکبیر
tap_here,Tap here,اضغط هنا,Tap here,Tap here,Hier antippen,Appuyez ici,Ketuk di sini,Clicca qui,Sentuh di sini,Нажмите здесь,Buraya dokun,یہاں ٹچ کریں
tap_to_change,Tap to change,اضغط للتغيير,Dəyişmək üçün toxunun,Tap to change,Zum Ändern tippen,Tapez pour changer,Ketuk untuk ganti,Clicca per modificare,Sentuh untuk menukar,"Нажмите, чтобы изменить",Değiştirmek için dokun,تبدیل کریں
tashreeq,The days of Tashreeq,أيام التشريق,Təşriq günləri,তাশরিকের দিনগুলো,Die Taschriq-Tage,Les jours de Tashriq,Hari-hari Tasyrik,Giorni del Tashreeq,Hari Tasyrik,Дни ат-Ташрик,Teşrik günleri,ایامِ تشریق
tasua_fasting,Tasu'a Fasting,صوم تاسوعا,Tasu'a Orucu,তাসু'র রোজা,Tasu'a-Fasten,Jeûne de Tasu'a,Puasa Tasu'a,Digiuno di Tasu'a,Puasa Tasu'a,Пост в день Тасуа,Tasu'a Orucu,تسوع کا روزہ
text_color,Text color,لون النص,Mətn rəngi,লেখার রঙ,Textfarbe,Couleur du texte,Warna teks,Colore del testo,Warna teks,Цвет текста,Yazı Rengi,متن رنگ
text_style,Text style,نمط النص,Mətn stili,পাঠ্য শৈলী,Textstil,Style de texte,Gaya teks,Stile del Testo,Gaya teks,Стиль текста,Yazı Sitili,متن سٹائل
theme,Theme,السمة,Mövzu,থিম,Theme,Thème,Tema,Tema,Tema,Тема,Tema,تھیم
third_day,3rd day,اليوم الثالث,3-cü gün,৩য় দিন,3. Tag,3ème jour,Hari ke-3,Terzo giorno,Hari ketiga,3-й день,Üçüncü gün,تیسرا دن
thu,Thu,خميس,C.Axş,বৃহঃ,Don,Jeu,Kam,Gio,Kha,Чт,Per,جمعرات
thu_mini,T,ث,C.A,বৃ,D,J,K,M,K,Ч,P,ج
thur,Th,خ,C.A,বৃ,Do,Je,Km,Gi,Kh,Чт,Pe,جم
thurs_fasting,Thursday Fasting,صيام يوم الخميس,Cümə axşamı Orucu,বৃহস্পতিবারের রোজা,Donnerstags-Fasten,Jeûne du jeudi,Puasa Kamis,Digiuno del giovedì,Puasa Khamis,Пост в Четверг,Perşembe Orucu,جمعرات کا روزہ
thursday,Thursday,الخميس,Cümə axşamı,বৃহস্পতিবার,Donnerstag,Jeudi,Kamis,Giovedì,Khamis,Четверг,Perşembe,جمعرات
time,Hour,ساعة,Saat,ঘণ্টা,Stunde,Heure,Pukul,Ora,Jam,Время,Saat,گھنٹہ
time_to_switch_do_not_disturb,Time to switch to Do Not Disturb,وقت التحويل إلى عدم الإزعاج,Narahat Etməyin rejiminə keçmə vaxtı,ডু নট ডিস্টার্বে স্যুইচ করার সময়,"Zeit, auf Bitte nicht stören umzuschalten",Temps de passage au mode Ne pas déranger,Waktu untuk aktifkan mode Jangan Ganggu,È ora di passare a Non disturbare,Masa untuk beralih ke Jangan Ganggu,Время переключения в режим Не беспокоить,Rahatsız Etmeyin moduna geçme zamanı,ڈسٹرب نہ کرنے کا وقت
time_to_switch_to_silent,Time to switch to silent,وقت التحويل إلى صامت,Səssizə keçmə vaxtı,নিঃশব্দে পরিবর্তন করার সময়,"Zeit, auf lautlos zu schalten",Temps de passage au mode Silencieux,Waktu untuk beralih ke mode sunyi,È ora di passare alla modalità silenziosa,Masa untuk beralih ke senyap,Время переключения в режим Тишина,Sessiz moda geçme zamanı,سائلنٹ کرنے کا وقت
time_zone,Time zone,المنطقة الزمنية,Saat qurşağı,সময় অঞ্চল,Zeitzone,Fuseau Horaire,Zona Waktu,Fuso orario,Zon Waktu,Часовой пояс,Zaman Dilimi,منطقۂ وقت
timetable_in_use,This timetable currently in use,هذا الجدول الزمني قيد الاستخدام حاليا,This timetable currently in use,এই সময়সূচি এখন ব্যবহৃত হচ্ছে,Dieser Zeitplan ist bereits in Verwendung,Ce tableau d'horaire est actuellement utilisé,Jadwal ini sedang digunakan,Questo orario è attualmente in uso,Jadual ini sedang digunakan,Это расписание используется в данный момент,Bu zaman çizelgesi şu anda kullanımda,یہ ٹائم ٹیبل زیرِ استعمال ہے
timetable_not_support_year,The timetable does not support {value},الجدول الزمني لا يدعم {value},The timetable does not support {value},সময়সূচি {value} সাপোর্ট করেনা,Der Zeitplan unterstützt {value} nicht,Le tableau d'horaire ne prend pas en charge {value},Jadwal tidak mendukung {value},La schedulazione non supporta {value},Jadual tidak menyokong {value},Расписание не поддерживает {value},Takvim {value} desteklemiyor,ٹائم ٹیبل {value} کو سپورٹ نہیں کرتا
title_before,Warning Before Time of Arrival,تنبيه قبل وقت الدخول,Gəliş vaxtından əvvəl xəbərdarlıq,আগমনের সময় আসার আগের সতর্কতা,Warnung vor der Zeit des Eintreffens,Avertissement avant l'heure d'arrivée,Peringatan Sebelum Waktu Tiba,Avvisi prima dell'ora della preghiera,Amaran Sebelum Masuk Waktu,Оповещать перед наступлением времени,Varış zamanı öncesi uyarı,وقت آنے سے پہلے آگاہ کریں
title_custom_volume,Custom tone volume,مستوى نغمة مخصص,Xüsusi ton səsi,আলাদা টোন ভলিউম,Benutzerdefinierte Tonlautstärke,Volume sonore personnalisé,Kustom volume,Personalizzare volume tono,Volum nada tersuai,Пользовательская громкость,Kişiye özel sesler,مرضی کی آواز کی مقدار
title_language,Language,اللغة,Dil,ভাষা,Sprache,Langue,Bahasa,Lingua,Bahasa,Язык,Dil,زبان
title_random,Random Color,لون عشوائي,Təsadüfi rəng,এলোমেলো ভাবে রঙ,Zufällige Farbe,Couleur Aléatoire,Acak Warna,Colore casuale,Warna Rawak,Случайный цвет,Rastgele renkler,بے ترتیب رنگ
title_setting_alarm,{value} Reminder,{value} التنبيه,{value} Xatırladıcı,{value} মনে রাখুন,{value}-Erinnerung,{value} Rappel,Pengingat {value},{value} Promemoria,Peringatan {value},{value} Уведомление,{value} Hatırlatıcı,{value} یاددہانی
title_volume,Volume,مستوى الصوت,Səs,ভলিউম,Lautstärke,Volume,Volume,Volume,Volum,Громкость,Ses,آواز
today,Today,اليوم,Bu gün,আজ,Heute,Aujourd'hui,Hari ini,Oggi,Hari ini,Сегодня,Bugün,آج
tomorrow,Tomorrow,غدًا,Sabah,আগামীকাল,Morgen,Demain,Besok,Domani,Esok,Завтра,Yarın,آئندہ کل
tone_duration,Tone duration,مدة النغمة,Ton müddəti,টোন সময়কাল,Dauer des Tons,Durée du son,Durasi bunyi,Durata del tono,Tempoh masa nada,Продолжительность,Ton süresi,ٹون بجنے کی مدت
tone_not_found,File {value} is not found. The tone is restored to default,لم يتم العثور على الملف {value}، تم الاستعادة إلى النغمة الافتراضيىة,{value} faylı tapılmadı. Səs defold olaraq bərpa olunur,{value} ফাইলটি খুঁজে পাওয়া যাচ্ছে না। আগের অবস্থায় ফিরে যান,Datei {value} wurde nicht gefunden. Der Ton wird auf den Standardwert zurückgesetzt,Le fichier {value} n'est pas trouvé. Le son est rétabli à sa valeur par défaut,Berkas {value} tidak ditemukan. Nada dering dikembalikan menjadi standar,Il file {value} non è stato trovato. È stato reimpostato il tono di base,Fail {value} tidak ditemui. Nada dikembalikan ke lalai,Файл {value} не найден. Установлен сигнал по умолчанию,{value} dosyası bulunamadı. Ses tonu varsayılana döndürüldü,یہ فائل {value} دستیاب نہیں، ڈیفالٹ آواز سیٹ کی گئ
top,Top,أعلى,Üst,Top,Oben,Haut,Atas,Sopra,Atas,Сверху,Üst,اوپر
total_day_leap_error,{value} is a leap year. Total days should be 366,{value} هي سنة كبيسة. يجب أن يكون إجمالي الأيام 366,{value} is a leap year. Total days should be 366,{value} দিন অধিবর্ষ। মোট ৩৬৬ দিন হবে,{value} ist ein Schaltjahr. Die Gesamtzahl der Tage sollte 366 betragen,{value} est une année bissextile. Le nombre total de jours devrait être de 366,{value} adalah tahun kabisat. Total hari harus 366,{value} è un anno bisestile. I giorni totali dovrebbero essere 366,{value} ialah tahun lompat. Jumlah hari hendaklah 366,{value} - високосный год. Всего дней должно быть 366,"{value} artık yıl, Toplam gün 366 olmalıdır",{value} ایک لیپ سال ہے۔ تو ۳۶۶ دن ہونے چاہیے
total_day_non_leap_error,Total days in {value} should be 365,يجب أن يكون إجمال الأيام في {value} هو 365 يوم,Total days in {value} should be 365,৩৬৫ দিনের মধ্যে {value} দিন বিলম্ব হবে,Die Gesamtzahl der Tage in {value} sollte 365 betragen,Le nombre total de jours en {value} devrait être 365,Total hari {value} harus 365,Il totale dei giorni in {value} dovrebbe essere 365,Jumlah hari dalam {value} hendaklah 365,Общее количество дней в {value} должно составлять 365,{value} toplam gün 365 olmalıdır,{value} میں کل دن ۳۶۵ ہونے چاہیے
translation,https://hisab.page.link/translate,https://hisab.page.link/translate,https://hisab.page.link/translate,https://hisab.page.link/translate,https://hisab.page.link/translate,https://hisab.page.link/translate,https://hisab.page.link/translate,https://hisab.page.link/translate,https://hisab.page.link/translate,https://hisab.page.link/translate,https://hisab.page.link/translate,https://hisab.page.link/translate
translation_short,hisab.page.link/translate,hisab.page.link/translate,hisab.page.link/translate,hisab.page.link/translate,hisab.page.link/translate,hisab.page.link/translate,hisab.page.link/translate,hisab.page.link/translate,hisab.page.link/translate,hisab.page.link/translate,hisab.page.link/translate,hisab.page.link/translate
transparency,Transparency,الشفافية,Şəffaflıq,স্বচ্ছতা,Transparenz,Transparence,Transparansi,Trasparenza,Ketelusan,Прозрачность,Şeffaflık,شفافیت
